Month,Year,Full-time,Part-time,Grand Total,Quarter,AirlineID
11,2016,4948,1243,6191,4,HA
12,2016,4952,1247,6199,4,HA
1,2017,4978,1244,6222,1,HA
2,2017,4985,1233,6218,1,HA
3,2017,5005,1229,6234,1,HA
4,2017,5008,1256,6264,2,HA
5,2017,5040,1298,6338,2,HA
6,2017,5053,1303,6356,2,HA
7,2017,5084,1307,6391,3,HA
8,2017,5147,1315,6462,3,HA
9,2017,5162,1329,6491,3,HA
10,2017,5223,1383,6606,4,HA
11,2017,5261,1399,6660,4,HA
12,2017,5296,1446,6742,4,HA
1,2018,5370,1439,6809,1,HA
2,2018,5464,1432,6896,1,HA
3,2018,5486,1423,6909,1,HA
4,2018,5572,1432,7004,2,HA
5,2018,5680,1438,7118,2,HA
6,2018,5686,1456,7142,2,HA
7,2018,5712,1447,7159,3,HA
8,2018,5692,1453,7145,3,HA
9,2018,5698,1454,7152,3,HA
10,2018,5723,1464,7187,4,HA
11,2018,5733,1488,7221,4,HA
12,2018,5728,1516,7244,4,HA
1,2019,5743,1507,7250,1,HA
2,2019,5772,1500,7272,1,HA
3,2019,5812,1487,7299,1,HA
4,2019,5823,1471,7294,2,HA
5,2019,5843,1469,7312,2,HA
6,2019,5895,1465,7360,2,HA
7,2019,5913,1443,7356,3,HA
8,2019,5906,1443,7349,3,HA
9,2019,5925,1464,7389,3,HA
10,2019,5945,1466,7411,4,HA
11,2019,5992,1461,7453,4,HA
12,2019,6011,1426,7437,4,HA
1,2020,6024,1423,7447,1,HA
2,2020,6067,1435,7502,1,HA
3,2020,6076,1416,7492,1,HA
4,2020,6065,1411,7476,2,HA
5,2020,6057,1387,7444,2,HA
6,2020,6039,1379,7418,2,HA
7,2020,6028,1376,7404,3,HA
8,2020,5923,1369,7292,3,HA
9,2020,5846,1241,7087,3,HA
10,2020,5231,1289,6520,4,HA
11,2020,4513,530,5043,4,HA
12,2020,4572,706,5278,4,HA
1,2021,4793,691,5484,1,HA
2,2021,5329,685,6014,1,HA
3,2021,5351,698,6049,1,HA
4,2021,4883,846,5729,2,HA
5,2021,5064,899,5963,2,HA
6,2021,5104,929,6033,2,HA
7,2021,5121,957,6078,3,HA
8,2021,5141,965,6106,3,HA
9,2021,5493,962,6455,3,HA
10,2021,5536,987,6523,4,HA
11,2021,5556,1012,6568,4,HA
12,2021,5585,1014,6599,4,HA
1,2022,5549,999,6548,1,HA
2,2022,5508,1007,6515,1,HA
3,2022,5569,1017,6586,1,HA
4,2022,5705,997,6702,2,HA
5,2022,5811,998,6809,2,HA
6,2022,5912,1016,6928,2,HA
7,2022,5990,1023,7013,3,HA
8,2022,6001,1034,7035,3,HA
9,2022,6108,1002,7110,3,HA
10,2022,6156,1002,7158,4,HA
11,2022,6195,880,7075,4,HA
12,2022,6235,872,7107,4,HA
1,2023,6273,909,7182,1,HA
2,2023,6317,903,7220,1,HA
3,2023,6332,886,7218,1,HA
4,2023,6369,866,7235,2,HA
5,2023,6389,878,7267,2,HA
6,2023,6448,861,7309,2,HA
7,2023,6479,866,7345,3,HA
8,2023,6490,880,7370,3,HA
9,2023,6494,853,7347,3,HA
10,2023,6510,862,7372,4,HA
11,2023,6535,860,7395,4,HA
12,2023,6522,840,7362,4,HA
1,2024,6520,845,7365,1,HA
2,2024,6536,838,7374,1,HA
3,2024,6535,851,7386,1,HA
4,2024,6545,835,7380,2,HA
5,2024,6546,846,7392,2,HA
6,2024,6582,834,7416,2,HA
7,2024,6597,840,7437,3,HA
8,2024,6595,825,7420,3,HA
9,2024,6588,822,7410,3,HA
10,2024,6573,823,7396,4,HA
11,2024,6560,828,7388,4,HA
12,2024,6541,821,7362,4,HA
7,1994,225,0,225,3,F9
8,1994,279,0,279,3,F9
9,1994,309,0,309,3,F9
10,1994,324,0,324,4,F9
11,1994,331,0,331,4,F9
12,1994,327,0,327,4,F9
1,1995,320,0,320,1,F9
2,1995,326,20,346,1,F9
3,1995,318,20,338,1,F9
4,1995,318,20,338,2,F9
5,1995,279,75,354,2,F9
6,1995,293,96,389,2,F9
7,1995,330,72,402,3,F9
8,1995,355,70,425,3,F9
9,1995,317,71,388,3,F9
10,1995,338,43,381,4,F9
11,1995,393,39,432,4,F9
12,1995,405,42,447,4,F9
1,1996,407,43,450,1,F9
2,1996,421,43,464,1,F9
3,1996,456,77,533,1,F9
4,1996,504,79,583,2,F9
5,1996,526,83,609,2,F9
6,1996,543,78,621,2,F9
7,1996,568,90,658,3,F9
8,1996,606,105,711,3,F9
9,1996,620,106,726,3,F9
10,1996,613,105,718,4,F9
11,1996,608,104,712,4,F9
12,1996,606,108,714,4,F9
1,1997,609,102,711,1,F9
2,1997,615,98,713,1,F9
3,1997,630,108,738,1,F9
4,1997,661,108,769,2,F9
5,1997,694,104,798,2,F9
6,1997,694,104,798,2,F9
7,1997,694,122,816,3,F9
8,1997,744,125,869,3,F9
9,1997,744,125,869,3,F9
10,1997,756,132,888,4,F9
11,1997,756,132,888,4,F9
12,1997,752,146,898,4,F9
1,1998,740,149,889,1,F9
2,1998,758,153,911,1,F9
3,1998,760,166,926,1,F9
4,1998,745,162,907,2,F9
5,1998,750,175,925,2,F9
6,1998,754,197,951,2,F9
7,1998,754,197,951,3,F9
8,1998,803,234,1037,3,F9
9,1998,857,267,1124,3,F9
10,1998,898,304,1202,4,F9
11,1998,957,304,1261,4,F9
12,1998,941,295,1236,4,F9
1,1999,960,299,1259,1,F9
2,1999,1036,307,1343,1,F9
3,1999,1179,323,1502,1,F9
4,1999,1226,334,1560,2,F9
5,1999,1260,347,1607,2,F9
6,1999,1263,375,1638,2,F9
7,1999,1354,390,1744,3,F9
8,1999,1379,394,1773,3,F9
9,1999,1372,391,1763,3,F9
10,1999,1384,421,1805,4,F9
11,1999,1462,430,1892,4,F9
12,1999,1515,433,1948,4,F9
1,2000,1545,448,1993,1,F9
2,2000,1653,401,2054,1,F9
3,2000,1659,408,2067,1,F9
4,2000,1847,486,2333,2,F9
5,2000,1642,490,2132,2,F9
6,2000,1696,434,2130,2,F9
7,2000,1717,464,2181,3,F9
8,2000,1781,471,2252,3,F9
9,2000,1794,479,2273,3,F9
10,2000,1836,487,2323,4,F9
11,2000,1841,477,2318,4,F9
12,2000,1847,470,2317,4,F9
1,2001,1534,477,2011,1,F9
2,2001,1960,460,2420,1,F9
3,2001,1993,448,2441,1,F9
4,2001,1654,455,2109,2,F9
5,2001,2089,404,2493,2,F9
6,2001,2071,437,2508,2,F9
7,2001,2109,446,2555,3,F9
8,2001,2126,443,2569,3,F9
9,2001,2054,455,2509,3,F9
10,2001,1942,459,2401,4,F9
11,2001,1945,482,2427,4,F9
12,2001,1954,487,2441,4,F9
1,2002,2015,544,2559,1,F9
2,2002,2010,519,2529,1,F9
3,2002,2142,557,2699,1,F9
4,2002,2203,591,2794,2,F9
